Sample	Unique Reads	Duplicate Reads
ERR346596_1	407559.0	705015.0
ERR346596_2	538994.0	573580.0
ERR346597_1	422912.0	737144.0
ERR346597_2	550921.0	609135.0
ERR346598_1	538134.0	1857993.0
ERR346598_2	956510.0	1439617.0
ERR346599_1	604582.0	639024.0
ERR346599_2	400067.0	843539.0
ERR346600_1	204810.0	786117.0
ERR346600_2	490607.0	500320.0
ERR346601_1	429748.0	833638.0
ERR346601_2	599020.0	664366.0
