scope	samples_processed	n_records	n_stop_codon	pct_stop_codon	n_productive_available	n_productive_false	pct_productive_false	n_complete_vdj_available	n_complete_vdj_false	pct_complete_vdj_false	n_v_aa_identity_available	n_j_aa_identity_available	n_bad_v_aa_identity	pct_bad_v_aa_identity	n_bad_j_aa_identity	pct_bad_j_aa_identity	n_bad_v_or_j_aa_identity	pct_bad_v_or_j_aa_identity	n_v_support_available	n_j_support_available	n_bad_v_evalue	pct_bad_v_evalue	n_bad_j_evalue	pct_bad_j_evalue	n_bad_v_or_j_evalue	pct_bad_v_or_j_evalue	n_bad_v_identity_or_evalue	pct_bad_v_identity_or_evalue	n_bad_j_identity_or_evalue	pct_bad_j_identity_or_evalue	n_bad_v_or_j_identity_or_evalue	pct_bad_v_or_j_identity_or_evalue	n_missing_v_call	pct_missing_v_call	n_missing_j_call	pct_missing_j_call	aa_identity_threshold	evalue_support_threshold	evalue_field_basis
all_processed_samples	['ERR346596', 'ERR346597', 'ERR346598', 'ERR346599', 'ERR346600', 'ERR346601']	4612410	221509	4.8024568501065605	4598635	256674	5.564856550046505	4610768	2150278	46.619402871817556	4610297	4591059	154436	3.348271294182434	33723	0.7311362172920447	185740	4.026962043703834	4610768	4591059	5828	0.1263547689819422	30826	0.6683274036783373	35082	0.7606002068333041	155423	3.3696700857035693	64177	1.391398422950258	209783	4.548229667353943	1642	0.03559961061570849	21351	0.4629033412034056	85.0	1.0	IgBLAST_AIRR_v_support_j_support
