Sample	Unique Reads	Duplicate Reads
ERR346596_1.pr	20034.0	1092540.0
ERR346596_2.pr	538994.0	573580.0
ERR346597_1.pr	20997.0	1139059.0
ERR346597_2.pr	550921.0	609135.0
ERR346598_1.pr	46079.0	2350048.0
ERR346598_2.pr	956510.0	1439617.0
ERR346599_1.pr	604582.0	639024.0
ERR346599_2.pr	28765.0	1214841.0
ERR346600_1.pr	17337.0	973590.0
ERR346600_2.pr	490607.0	500320.0
ERR346601_1.pr	27572.0	1235814.0
ERR346601_2.pr	599020.0	664366.0
